src,tgt,cosine,polysemy,pair_type,lang_pair
first,premier,0.5761058330535889,polysemous,translation,en-fr
first,premiers,0.5588281750679016,polysemous,translation,en-fr
page,pages,0.7488991618156433,monosemous,translation,en-fr
page,page,1.0,monosemous,translation,en-fr
you,vous,0.676825761795044,unknown,translation,en-fr
you,tu,0.5203412771224976,unknown,translation,en-fr
you,toi,0.48645836114883423,unknown,translation,en-fr
you,you,1.0,unknown,translation,en-fr
they,elles,0.5261355638504028,unknown,translation,en-fr
they,ils,0.616593062877655,unknown,translation,en-fr
they,eux,0.5140845775604248,unknown,translation,en-fr
had,avait,0.5447958111763,unknown,translation,en-fr
had,avaient,0.4462011456489563,unknown,translation,en-fr
had,avais,0.5006058216094971,unknown,translation,en-fr
article,article,0.9999999403953552,monosemous,translation,en-fr
who,qui,0.5694735050201416,unknown,translation,en-fr
who,oms,0.4987207353115082,unknown,translation,en-fr
who,who,1.0,unknown,translation,en-fr
all,toute,0.4822145104408264,unknown,translation,en-fr
all,toutes,0.5285416841506958,unknown,translation,en-fr
all,tous,0.5520784854888916,unknown,translation,en-fr
all,tout,0.5607279539108276,unknown,translation,en-fr
all,all,1.000000238418579,unknown,translation,en-fr
their,leur,0.6680554151535034,unknown,translation,en-fr
their,leurs,0.6640681624412537,unknown,translation,en-fr
there,là,0.4307056963443756,polysemous,translation,en-fr
made,fait,0.49453204870224,unknown,translation,en-fr
made,fabriqués,0.5296938419342041,unknown,translation,en-fr
made,faite,0.5632509589195251,unknown,translation,en-fr
made,fabriqué,0.38966014981269836,unknown,translation,en-fr
its,sa,0.4155674874782562,unknown,translation,en-fr
its,ses,0.47136321663856506,unknown,translation,en-fr
its,son,0.39462170004844666,unknown,translation,en-fr
people,gens,0.516165554523468,polysemous,translation,en-fr
people,personnes,0.65064936876297,polysemous,translation,en-fr
may,mai,0.4628656506538391,unknown,translation,en-fr
may,may,1.0000001192092896,unknown,translation,en-fr
may,peut,0.4915127158164978,unknown,translation,en-fr
after,apres,0.48960524797439575,unknown,translation,en-fr
after,after,1.0,unknown,translation,en-fr
after,après,0.6315205097198486,unknown,translation,en-fr
after,aprés,0.493155837059021,unknown,translation,en-fr
other,autre,0.570026159286499,unknown,translation,en-fr
other,autres,0.632614016532898,unknown,translation,en-fr
should,devrait,0.5762324929237366,unknown,translation,en-fr
should,devraient,0.4989925026893616,unknown,translation,en-fr
should,devrais,0.5354394912719727,unknown,translation,en-fr
two,two,1.0,unknown,translation,en-fr
two,deux,0.683330774307251,unknown,translation,en-fr
score,marquer,0.5394505858421326,monosemous,translation,en-fr
score,score,1.0,monosemous,translation,en-fr
score,partition,0.48120129108428955,monosemous,translation,en-fr
her,her,1.000000238418579,unknown,translation,en-fr
can,peuvent,0.5586949586868286,monosemous,translation,en-fr
can,pouvez,0.5415762662887573,monosemous,translation,en-fr
can,peux,0.5217434167861938,monosemous,translation,en-fr
can,peut,0.5455470085144043,monosemous,translation,en-fr
would,serait,0.47890806198120117,unknown,translation,en-fr
would,aurait,0.4577636420726776,unknown,translation,en-fr
would,ferait,0.4797821640968323,unknown,translation,en-fr
more,davantage,0.40676265954971313,unknown,translation,en-fr
more,plus,0.5357142686843872,unknown,translation,en-fr
she,she,1.0,unknown,translation,en-fr
she,elle,0.5133587121963501,unknown,translation,en-fr
when,lorsque,0.5857772827148438,unknown,translation,en-fr
when,quand,0.5887700319290161,unknown,translation,en-fr
time,temps,0.6081836819648743,unknown,translation,en-fr
time,heure,0.44724714756011963,unknown,translation,en-fr
team,équipe,0.6269435882568359,unknown,translation,en-fr
team,equipe,0.6182272434234619,unknown,translation,en-fr
american,américaine,0.6875323057174683,unknown,translation,en-fr
american,américain,0.6892147660255432,unknown,translation,en-fr
american,américaines,0.6671204566955566,unknown,translation,en-fr
american,américains,0.6910434365272522,unknown,translation,en-fr
such,tels,0.5078823566436768,unknown,translation,en-fr
such,tel,0.4417964816093445,unknown,translation,en-fr
such,telle,0.4652032256126404,unknown,translation,en-fr
such,telles,0.5250475406646729,unknown,translation,en-fr
discussion,discussions,0.8640657663345337,unknown,translation,en-fr
discussion,discussion,1.0,unknown,translation,en-fr
discussion,débat,0.5915324091911316,unknown,translation,en-fr
links,liens,0.5542386770248413,unknown,translation,en-fr
only,seul,0.515716552734375,monosemous,translation,en-fr
only,uniquement,0.5731058120727539,monosemous,translation,en-fr
only,seulement,0.6271840333938599,monosemous,translation,en-fr
only,seule,0.49668774008750916,monosemous,translation,en-fr
some,certains,0.5459264516830444,monosemous,translation,en-fr
some,certaines,0.48973405361175537,monosemous,translation,en-fr
some,quelques,0.5586992502212524,monosemous,translation,en-fr
see,consultez,0.5187786817550659,unknown,translation,en-fr
see,voyez,0.48968446254730225,unknown,translation,en-fr
see,voir,0.5365185141563416,unknown,translation,en-fr
see,vois,0.5047913789749146,unknown,translation,en-fr
united,unie,0.6396303772926331,unknown,translation,en-fr
united,unis,0.6196913123130798,unknown,translation,en-fr
united,unies,0.6418404579162598,unknown,translation,en-fr
years,années,0.5872691869735718,unknown,translation,en-fr
years,ans,0.5223560929298401,unknown,translation,en-fr
school,ecole,0.48750585317611694,monosemous,translation,en-fr
school,école,0.5876423120498657,monosemous,translation,en-fr
world,monde,0.5818901658058167,polysemous,translation,en-fr
world,mondial,0.5260418057441711,polysemous,translation,en-fr
world,mondiale,0.5077663660049438,polysemous,translation,en-fr
university,université,0.5232640504837036,polysemous,translation,en-fr
university,universitaire,0.5123674869537354,polysemous,translation,en-fr
during,durant,0.673287034034729,unknown,translation,en-fr
during,pendant,0.6438926458358765,unknown,translation,en-fr
during,lors,0.5188124775886536,unknown,translation,en-fr
out,sortir,0.45531192421913147,unknown,translation,en-fr
out,sortie,0.47572916746139526,unknown,translation,en-fr
out,dehors,0.392570436000824,unknown,translation,en-fr
out,out,1.0000001192092896,unknown,translation,en-fr
state,etat,0.4549621641635895,monosemous,translation,en-fr
state,état,0.46515142917633057,monosemous,translation,en-fr
states,etats,0.4749218821525574,unknown,translation,en-fr
states,états,0.5265129208564758,unknown,translation,en-fr
national,nationaux,0.6383327841758728,unknown,translation,en-fr
national,national,1.0000001192092896,unknown,translation,en-fr
national,nationale,0.7355990409851074,unknown,translation,en-fr
national,nationales,0.7108427286148071,unknown,translation,en-fr
wikipedia,wikipédia,0.667130172252655,unknown,translation,en-fr
wikipedia,wikipedia,1.0,unknown,translation,en-fr
year,annee,0.4585689604282379,unknown,translation,en-fr
year,an,0.4918885827064514,unknown,translation,en-fr
year,année,0.628182590007782,unknown,translation,en-fr
most,most,1.000000238418579,polysemous,translation,en-fr
city,ville,0.5854716897010803,monosemous,translation,en-fr
city,villes,0.6298532485961914,monosemous,translation,en-fr
used,utilisées,0.6013416647911072,polysemous,translation,en-fr
used,utilisé,0.5727604031562805,polysemous,translation,en-fr
used,utilisés,0.619964599609375,polysemous,translation,en-fr
used,utilisée,0.5231815576553345,polysemous,translation,en-fr
then,ensuite,0.5446733832359314,monosemous,translation,en-fr
then,alors,0.5602527260780334,monosemous,translation,en-fr
then,puis,0.4663147032260895,monosemous,translation,en-fr
county,comté,0.5565220713615417,unknown,translation,en-fr
external,externe,0.6490695476531982,monosemous,translation,en-fr
external,extérieurs,0.4791182279586792,monosemous,translation,en-fr
external,extérieur,0.480850487947464,monosemous,translation,en-fr
external,extérieure,0.474392831325531,monosemous,translation,en-fr
external,externes,0.6181269884109497,monosemous,translation,en-fr
where,oú,0.42349714040756226,unknown,translation,en-fr
where,où,0.6248043179512024,unknown,translation,en-fr
will,will,1.0000001192092896,unknown,translation,en-fr
will,volonté,0.4081980586051941,unknown,translation,en-fr
will,fera,0.43592438101768494,unknown,translation,en-fr
will,sera,0.4868406057357788,unknown,translation,en-fr
what,quoi,0.46002572774887085,unknown,translation,en-fr
what,quel,0.47902995347976685,unknown,translation,en-fr
what,quelle,0.49924740195274353,unknown,translation,en-fr
delete,supprimer,0.5100677013397217,monosemous,translation,en-fr
delete,supprimez,0.5197198390960693,monosemous,translation,en-fr
delete,effacement,0.5260939002037048,monosemous,translation,en-fr
delete,supprime,0.5112553238868713,monosemous,translation,en-fr
delete,effacer,0.4798334836959839,monosemous,translation,en-fr
these,ces,0.5657673478126526,unknown,translation,en-fr
january,janvier,0.605074405670166,unknown,translation,en-fr
march,marche,0.6395280957221985,polysemous,translation,en-fr
march,mars,0.5120712518692017,polysemous,translation,en-fr
august,aout,0.5013850331306458,unknown,translation,en-fr
august,août,0.599494457244873,unknown,translation,en-fr
july,juillet,0.4892173409461975,unknown,translation,en-fr
being,etre,0.4622354507446289,unknown,translation,en-fr
being,être,0.5531435012817383,unknown,translation,en-fr
film,film,1.0,unknown,translation,en-fr
him,lui,0.4909425377845764,unknown,translation,en-fr
many,nombreux,0.47429266571998596,unknown,translation,en-fr
many,beaucoup,0.4685136675834656,unknown,translation,en-fr
many,nombreuses,0.4913080930709839,unknown,translation,en-fr
many,plusieurs,0.5262454152107239,unknown,translation,en-fr
south,méridional,0.46196579933166504,unknown,translation,en-fr
south,sud,0.494602233171463,unknown,translation,en-fr
september,septembre,0.695831835269928,unknown,translation,en-fr
like,comme,0.5127143859863281,polysemous,translation,en-fr
like,aime,0.463299036026001,polysemous,translation,en-fr
like,aiment,0.4771254062652588,polysemous,translation,en-fr
like,genre,0.4662386178970337,polysemous,translation,en-fr
like,aimez,0.5257619619369507,polysemous,translation,en-fr
between,entre,0.6221874356269836,unknown,translation,en-fr
october,octobre,0.4841083288192749,unknown,translation,en-fr
three,trois,0.7132827043533325,unknown,translation,en-fr
three,three,1.0,unknown,translation,en-fr
june,juin,0.45055875182151794,unknown,translation,en-fr
well,bien,0.524673581123352,unknown,translation,en-fr
well,puits,0.4361445903778076,unknown,translation,en-fr
well,bah,0.426358163356781,unknown,translation,en-fr
use,utilisation,0.6255983114242554,polysemous,translation,en-fr
use,utiliser,0.5455482602119446,polysemous,translation,en-fr
use,utilise,0.6228106021881104,polysemous,translation,en-fr
use,utilisez,0.6260000467300415,polysemous,translation,en-fr
war,guerre,0.48255807161331177,monosemous,translation,en-fr
war,war,1.0,monosemous,translation,en-fr
under,sous,0.5166536569595337,unknown,translation,en-fr
under,under,1.0000001192092896,unknown,translation,en-fr
them,eux,0.5688526630401611,unknown,translation,en-fr
april,avril,0.7021738290786743,unknown,translation,en-fr
born,naître,0.4532283544540405,unknown,translation,en-fr
born,né,0.3910588324069977,unknown,translation,en-fr
born,naissance,0.47951287031173706,unknown,translation,en-fr
born,née,0.4936070144176483,unknown,translation,en-fr
born,born,1.0000001192092896,unknown,translation,en-fr
december,décembre,0.6876507997512817,unknown,translation,en-fr
december,decembre,0.5879942774772644,unknown,translation,en-fr
link,lien,0.568993330001831,unknown,translation,en-fr
later,ultérieur,0.4204525947570801,monosemous,translation,en-fr
part,partie,0.5680476427078247,monosemous,translation,en-fr
november,novembre,0.6875928044319153,unknown,translation,en-fr
players,joueurs,0.7005394101142883,unknown,translation,en-fr
list,liste,0.7043655514717102,monosemous,translation,en-fr
list,listes,0.6981467604637146,monosemous,translation,en-fr
please,veuillez,0.4712488055229187,unknown,translation,en-fr
please,please,0.9999999403953552,unknown,translation,en-fr
please,svp,0.45213091373443604,unknown,translation,en-fr
following,suivantes,0.4492218494415283,unknown,translation,en-fr
following,suivant,0.5231482982635498,unknown,translation,en-fr
february,fevrier,0.6684159636497498,unknown,translation,en-fr
february,février,0.5959781408309937,unknown,translation,en-fr
known,connues,0.523566484451294,unknown,translation,en-fr
known,connue,0.532683253288269,unknown,translation,en-fr
known,connus,0.542669951915741,unknown,translation,en-fr
known,connu,0.4943571090698242,unknown,translation,en-fr
second,second,1.0000001192092896,unknown,translation,en-fr
second,deuxième,0.629401683807373,unknown,translation,en-fr
second,deuxieme,0.5580170154571533,unknown,translation,en-fr
second,seconde,0.6621328592300415,unknown,translation,en-fr
name,nommer,0.4665873944759369,polysemous,translation,en-fr
name,nom,0.5408352017402649,polysemous,translation,en-fr
name,dénomination,0.49248337745666504,polysemous,translation,en-fr
name,noms,0.5711387395858765,polysemous,translation,en-fr
group,groupe,0.703318178653717,monosemous,translation,en-fr
history,histoire,0.46338555216789246,monosemous,translation,en-fr
history,historique,0.48143815994262695,monosemous,translation,en-fr
series,série,0.6358664631843567,unknown,translation,en-fr
series,séries,0.6589325666427612,unknown,translation,en-fr
just,just,1.0,monosemous,translation,en-fr
just,simplement,0.5105750560760498,monosemous,translation,en-fr
just,juste,0.6344282031059265,monosemous,translation,en-fr
north,nord,0.6603469848632812,unknown,translation,en-fr
work,travaux,0.5023759007453918,polysemous,translation,en-fr
work,travail,0.622653603553772,polysemous,translation,en-fr
work,travailler,0.5036550164222717,polysemous,translation,en-fr
before,auparavant,0.49434205889701843,unknown,translation,en-fr
before,avant,0.5586124062538147,unknown,translation,en-fr
since,depuis,0.5739677548408508,unknown,translation,en-fr
since,puisque,0.47556716203689575,unknown,translation,en-fr
season,saison,0.6934007406234741,unknown,translation,en-fr
season,saisons,0.6861509680747986,unknown,translation,en-fr
both,both,1.0000001192092896,unknown,translation,en-fr
high,élevée,0.5596874952316284,polysemous,translation,en-fr
high,hautes,0.6172436475753784,polysemous,translation,en-fr
high,haut,0.5116492509841919,polysemous,translation,en-fr
high,haute,0.5688173770904541,polysemous,translation,en-fr
high,élevé,0.48244139552116394,polysemous,translation,en-fr
through,via,0.5468172430992126,monosemous,translation,en-fr
district,district,1.0000001192092896,unknown,translation,en-fr
now,désormais,0.5419431328773499,unknown,translation,en-fr
now,now,1.000000238418579,unknown,translation,en-fr
now,maintenant,0.6556148529052734,unknown,translation,en-fr
comments,commentaires,0.6663730144500732,unknown,translation,en-fr
comments,remarques,0.5539275407791138,unknown,translation,en-fr
comments,observations,0.5839304327964783,unknown,translation,en-fr
because,parce,0.5684176683425903,unknown,translation,en-fr
because,car,0.5026876926422119,unknown,translation,en-fr
because,parceque,0.5954736471176147,unknown,translation,en-fr
football,football,1.0,unknown,translation,en-fr
music,musiques,0.681443452835083,monosemous,translation,en-fr
music,musique,0.6515759229660034,monosemous,translation,en-fr
however,toutefois,0.5158402919769287,unknown,translation,en-fr
however,cependant,0.5299932956695557,unknown,translation,en-fr
diff,différence,0.41534286737442017,unknown,translation,en-fr
diff,diff,1.0000001192092896,unknown,translation,en-fr
century,siecle,0.41885221004486084,unknown,translation,en-fr
century,siècle,0.5798319578170776,unknown,translation,en-fr
century,century,0.9999999403953552,unknown,translation,en-fr
league,league,1.0,unknown,translation,en-fr
league,ligue,0.4893992245197296,unknown,translation,en-fr
edits,modifications,0.7924695014953613,unknown,translation,en-fr
debate,débat,0.6157137751579285,monosemous,translation,en-fr
title,titre,0.5755849480628967,monosemous,translation,en-fr
articles,articles,0.9999999403953552,unknown,translation,en-fr
john,jean,0.6830943822860718,unknown,translation,en-fr
john,john,0.9999998807907104,unknown,translation,en-fr
same,pareil,0.46580034494400024,monosemous,translation,en-fr
same,meme,0.4463188350200653,monosemous,translation,en-fr
same,identique,0.4932990074157715,monosemous,translation,en-fr
same,mêmes,0.5573250651359558,monosemous,translation,en-fr
same,même,0.5140780210494995,monosemous,translation,en-fr
including,incluant,0.5283388495445251,unknown,translation,en-fr
including,comprenant,0.43647944927215576,unknown,translation,en-fr
could,pourrais,0.48634469509124756,unknown,translation,en-fr
could,pouvait,0.5166769027709961,unknown,translation,en-fr
could,pourrait,0.5636478662490845,unknown,translation,en-fr
could,pourraient,0.5268625020980835,unknown,translation,en-fr
english,anglaise,0.6060503125190735,unknown,translation,en-fr
english,francais,0.5154379606246948,unknown,translation,en-fr
english,anglais,0.5583012104034424,unknown,translation,en-fr
album,album,1.0000001192092896,unknown,translation,en-fr
number,nombre,0.5180359482765198,monosemous,translation,en-fr
number,numéro,0.5389746427536011,monosemous,translation,en-fr
against,contre,0.5889570713043213,unknown,translation,en-fr
against,against,1.0000001192092896,unknown,translation,en-fr
family,familiale,0.6823233962059021,unknown,translation,en-fr
family,famille,0.6715907454490662,unknown,translation,en-fr
family,familles,0.6915726065635681,unknown,translation,en-fr
user,utilisateur,0.6226924657821655,polysemous,translation,en-fr
user,usager,0.5013638734817505,polysemous,translation,en-fr
based,basée,0.45766064524650574,unknown,translation,en-fr
based,basés,0.43190598487854004,unknown,translation,en-fr
based,basé,0.4459362328052521,unknown,translation,en-fr
area,région,0.5007023811340332,monosemous,translation,en-fr
area,zone,0.6418167352676392,monosemous,translation,en-fr
area,domaine,0.5092760324478149,monosemous,translation,en-fr
became,devenus,0.5359840393066406,unknown,translation,en-fr
became,devenu,0.4655258357524872,unknown,translation,en-fr
became,devenue,0.4751717448234558,unknown,translation,en-fr
became,devint,0.4224519431591034,unknown,translation,en-fr
york,york,1.0,unknown,translation,en-fr
life,vie,0.5461369752883911,monosemous,translation,en-fr
british,britanniques,0.609819769859314,unknown,translation,en-fr
british,britannique,0.4354817569255829,unknown,translation,en-fr
international,international,0.9999998807907104,unknown,translation,en-fr
international,internationaux,0.5902150869369507,unknown,translation,en-fr
international,internationale,0.777967095375061,unknown,translation,en-fr
game,gibier,0.5289852619171143,monosemous,translation,en-fr
game,match,0.5682491660118103,monosemous,translation,en-fr
game,jeu,0.5934543609619141,monosemous,translation,en-fr
club,club,1.0000001192092896,monosemous,translation,en-fr
your,votre,0.6878929138183594,unknown,translation,en-fr
your,vos,0.5516533851623535,unknown,translation,en-fr
early,early,1.0000001192092896,polysemous,translation,en-fr
early,précoce,0.45956647396087646,polysemous,translation,en-fr
early,tôt,0.3989261984825134,polysemous,translation,en-fr
best,meilleure,0.49849167466163635,monosemous,translation,en-fr
best,meilleures,0.580223560333252,monosemous,translation,en-fr
best,meilleur,0.520777702331543,monosemous,translation,en-fr
best,best,1.0000001192092896,monosemous,translation,en-fr
best,meilleurs,0.48858559131622314,monosemous,translation,en-fr
west,occidentale,0.5820870399475098,monosemous,translation,en-fr
west,occident,0.4324439465999603,monosemous,translation,en-fr
west,ouest,0.5096470713615417,monosemous,translation,en-fr
west,west,1.0,monosemous,translation,en-fr
house,maison,0.6158746480941772,unknown,translation,en-fr
company,compagnie,0.5668497085571289,polysemous,translation,en-fr
company,entreprise,0.5360511541366577,polysemous,translation,en-fr
company,société,0.5367242097854614,polysemous,translation,en-fr
general,généraux,0.4946402907371521,monosemous,translation,en-fr
general,généralités,0.6113443970680237,monosemous,translation,en-fr
general,générale,0.5703327655792236,monosemous,translation,en-fr
general,général,0.7106510400772095,monosemous,translation,en-fr
left,gauche,0.4558238983154297,unknown,translation,en-fr
very,très,0.727295994758606,unknown,translation,en-fr
very,tres,0.4972589313983917,unknown,translation,en-fr
very,trés,0.524072527885437,unknown,translation,en-fr
here,ici,0.624990701675415,polysemous,translation,en-fr
here,voilà,0.3777740001678467,polysemous,translation,en-fr
here,voici,0.39333945512771606,polysemous,translation,en-fr
don,don,1.0,unknown,translation,en-fr
living,vivante,0.5366404056549072,polysemous,translation,en-fr
living,vivants,0.5391721725463867,polysemous,translation,en-fr
living,vivant,0.4706279933452606,polysemous,translation,en-fr
living,vivre,0.4837007522583008,polysemous,translation,en-fr
day,journée,0.5382958054542542,unknown,translation,en-fr
day,jour,0.5700017213821411,unknown,translation,en-fr
day,journee,0.5850492119789124,unknown,translation,en-fr
several,plusieurs,0.6843616962432861,unknown,translation,en-fr
place,place,0.9999999403953552,polysemous,translation,en-fr
place,endroit,0.46370309591293335,polysemous,translation,en-fr
place,lieu,0.5101533532142639,polysemous,translation,en-fr
party,partie,0.5357776284217834,monosemous,translation,en-fr
party,parti,0.6171764135360718,monosemous,translation,en-fr
party,fete,0.46756553649902344,monosemous,translation,en-fr
party,soirée,0.4953218698501587,monosemous,translation,en-fr
party,fête,0.45332852005958557,monosemous,translation,en-fr
college,collège,0.49407094717025757,monosemous,translation,en-fr
college,université,0.5192712545394897,monosemous,translation,en-fr
result,résultat,0.5382339954376221,monosemous,translation,en-fr
keep,maintenir,0.3608908951282501,unknown,translation,en-fr
keep,garder,0.5038756132125854,unknown,translation,en-fr
keep,conserver,0.5707547068595886,unknown,translation,en-fr
appropriate,approprié,0.48935380578041077,unknown,translation,en-fr
appropriate,appropriées,0.5578782558441162,unknown,translation,en-fr
appropriate,appropriés,0.5731227397918701,unknown,translation,en-fr
appropriate,appropriée,0.5713680982589722,unknown,translation,en-fr
four,quatre,0.6002349853515625,unknown,translation,en-fr
even,meme,0.45781955122947693,monosemous,translation,en-fr
even,même,0.5283393263816833,monosemous,translation,en-fr
class,classe,0.6829572319984436,unknown,translation,en-fr
government,gouvernement,0.6300317645072937,monosemous,translation,en-fr
government,gouvernements,0.6307724714279175,monosemous,translation,en-fr
how,comment,0.47626399993896484,unknown,translation,en-fr
called,appelée,0.6015636920928955,unknown,translation,en-fr
called,appelé,0.5751352906227112,unknown,translation,en-fr
called,appelés,0.6037007570266724,unknown,translation,en-fr
did,did,0.9999998807907104,unknown,translation,en-fr
each,chacune,0.5946487784385681,unknown,translation,en-fr
each,chaque,0.6151886582374573,unknown,translation,en-fr
each,chacun,0.5357784032821655,unknown,translation,en-fr
found,trouvée,0.5453881025314331,unknown,translation,en-fr
found,trouvé,0.5036672949790955,unknown,translation,en-fr
found,trouvées,0.5579394102096558,unknown,translation,en-fr
found,retrouvé,0.4145949184894562,unknown,translation,en-fr
found,trouvés,0.5432092547416687,unknown,translation,en-fr
center,center,1.0000001192092896,unknown,translation,en-fr
center,centrer,0.7096328139305115,unknown,translation,en-fr
center,centre,0.7601462602615356,unknown,translation,en-fr
per,per,0.9999998807907104,unknown,translation,en-fr
style,style,0.9999999403953552,unknown,translation,en-fr
com,ocm,0.5782769918441772,unknown,translation,en-fr
com,com,1.0000001192092896,unknown,translation,en-fr
long,longues,0.5817230939865112,monosemous,translation,en-fr
long,longs,0.8569003939628601,monosemous,translation,en-fr
long,longue,0.5376555323600769,monosemous,translation,en-fr
long,longtemps,0.4851665794849396,monosemous,translation,en-fr
long,long,1.0000001192092896,monosemous,translation,en-fr
country,pays,0.5514136552810669,polysemous,translation,en-fr
back,dos,0.4506535530090332,monosemous,translation,en-fr
back,arrière,0.49453866481781006,monosemous,translation,en-fr
back,retour,0.46723049879074097,monosemous,translation,en-fr
back,revenir,0.4025612473487854,monosemous,translation,en-fr
way,façon,0.45051971077919006,unknown,translation,en-fr
way,manière,0.4548405706882477,unknown,translation,en-fr
way,way,1.0,unknown,translation,en-fr
www,www,1.0000001192092896,unknown,translation,en-fr
modify,modifiez,0.5710030198097229,monosemous,translation,en-fr
modify,modifier,0.475791335105896,monosemous,translation,en-fr
end,end,0.9999999403953552,polysemous,translation,en-fr
end,fin,0.47033554315567017,polysemous,translation,en-fr
make,faites,0.3951851725578308,unknown,translation,en-fr
make,faire,0.5297706127166748,unknown,translation,en-fr
public,publics,0.8678196668624878,unknown,translation,en-fr
public,publiques,0.6740429997444153,unknown,translation,en-fr
public,public,1.0,unknown,translation,en-fr
public,publique,0.6640428900718689,unknown,translation,en-fr
played,joués,0.4262334108352661,unknown,translation,en-fr
played,jouées,0.45110297203063965,unknown,translation,en-fr
played,jouée,0.4670642018318176,unknown,translation,en-fr
played,joué,0.42784321308135986,unknown,translation,en-fr
won,gagné,0.48306041955947876,unknown,translation,en-fr
won,gagnée,0.4856162667274475,unknown,translation,en-fr
won,gagnées,0.48288702964782715,unknown,translation,en-fr
won,won,0.9999999403953552,unknown,translation,en-fr
won,gagnés,0.4810345768928528,unknown,translation,en-fr
another,another,1.0,unknown,translation,en-fr
released,publié,0.5089870691299438,unknown,translation,en-fr
released,relâché,0.43878665566444397,unknown,translation,en-fr
released,libérés,0.45365116000175476,unknown,translation,en-fr
released,libéré,0.4661298096179962,unknown,translation,en-fr
added,ajoutés,0.5999295115470886,unknown,translation,en-fr
added,ajouté,0.5525416731834412,unknown,translation,en-fr
added,ajout,0.44194284081459045,unknown,translation,en-fr
added,ajoutée,0.5915465354919434,unknown,translation,en-fr
support,soutien,0.5765274167060852,polysemous,translation,en-fr
support,assistance,0.6221967339515686,polysemous,translation,en-fr
support,appui,0.530706524848938,polysemous,translation,en-fr
games,jeux,0.6429479122161865,unknown,translation,en-fr
former,ancien,0.46167364716529846,polysemous,translation,en-fr
former,ancienne,0.40512531995773315,polysemous,translation,en-fr
those,ceux,0.5692362189292908,unknown,translation,en-fr
films,films,0.9999999403953552,unknown,translation,en-fr
church,église,0.5361779928207397,monosemous,translation,en-fr
church,eglise,0.5052059888839722,monosemous,translation,en-fr
east,orientale,0.6392946243286133,unknown,translation,en-fr
east,est,0.5840296149253845,unknown,translation,en-fr
east,orient,0.4629942774772644,unknown,translation,en-fr
line,ligne,0.5817520618438721,polysemous,translation,en-fr
line,line,0.9999998807907104,polysemous,translation,en-fr
major,major,0.9999998807907104,monosemous,translation,en-fr
major,commandant,0.51097172498703,monosemous,translation,en-fr
major,majeur,0.5457595586776733,monosemous,translation,en-fr
members,membres,0.6599610447883606,unknown,translation,en-fr
members,adhérents,0.5127667784690857,unknown,translation,en-fr
